"StudyID","Who","Population","Sex","HDL_Chol","SerumLevel","Age_LL","Age","Age_UL","Mean_Age","SD","N","N_Assumed","SL_SD","SL_SE","SL_Units","HDL_SD","HDL_Units","NonHDL_C","NonH_Units","LDL_Chol","LDL_SD","LDL_Units","Hypercholesterolemia_Prev","Triglyceride_Chol","Triglyceride_SD","Triglyceride_Units","Apo_A1","AA_Units","ApoB","ApoB_SD","AB_Units","Lp_a","Lpa_Units","Population_pop","Who_pop","Article_link","CrudeName","EthnicGroup","EthnicGroup_Notes","Subpopulation","Other_Classification","Location","Biome","Country","Lattitude","Longitude","Region","Sedentary","AcculturationLevel","ReferenceSource","SerumLevel_mg_dL","SL_SD_mg_dL","SL_SE_mg_dL","HDL_Chol_mg_dL","HDL_SD_mg_dL","LDL_Chol_mg_dL","LDL_SD_mg_dL","Triglyceride_Chol_mg_dL","Triglyceride_SD_mg_dL","Ancestry","Heritability","ANCESTRY","study_ID_Ancestry"
"TOR1-B","Ashley","Aboriginals","F",NA,NA,"","","","36",NA,"379","N",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,1.95,NA,"mmol/L",NA,"",NA,"","",NA,"","Aboriginals","Ashley","TOR1","Aboriginal","","","","All individuals 15 years or older","Australia","Savanna","Australia","-25.2744","133.7751","Australia",NA,NA,"""""The metabolic syndrome and changing relationship between blood pressure and insulin with age, as observed in Aboriginal and Torres Strait Islander peoples"""" Schutte, et. al. ",NA,NA,NA,NA,NA,NA,NA,172.7115,NA,NA,NA,NA,NA
"TOR1-B","Ashley","Aboriginals","M",NA,NA,"","","","34",NA,"296","N",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,2.76,NA,"mmol/L",NA,"",NA,"","",NA,"","Aboriginals","Ashley","TOR1","Aboriginal","","","","All individuals 15 years or older","Australia","Savanna","Australia","-25.2744","133.7751","Australia",NA,NA,"""""The metabolic syndrome and changing relationship between blood pressure and insulin with age, as observed in Aboriginal and Torres Strait Islander peoples"""" Schutte, et. al. ",NA,NA,NA,NA,NA,NA,NA,244.4532,NA,NA,NA,NA,NA
"TRK1","Emily","Turks","F",NA,NA,"","","","48.8","12.6","1322, 1240","Y",NA,NA,"",NA,"",NA,"",119,NA,"mg/dL, ",NA,NA,NA,", mg/dL",NA,"",NA,"","",NA,"","Turks","Emily","TRK1","Turks","Turks","","","","Turkey, Turkey (59 communities in all geographical regions)",", woodland","Turkey","39.09598","34.808695","Asia",NA,NA,"Impaired protection against diabetes and coronary heart disease by high-density lipoproteins in Turks",NA,NA,NA,NA,NA,119,NA,NA,NA,NA,NA,"Middle_Eastern_Ancestry","TRK2"
"TRK1","Emily","Turks","F",47.5,NA,"","","","48.8","12.6","1543","N",NA,NA,"",12.8,"mg/dL",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Turks","Emily","TRK1","Turks","Turks","","","","Turkey, Turkey (59 communities in all geographical regions)",", woodland","Turkey","39.09598","34.808695","Asia",NA,NA,"Impaired protection against diabetes and coronary heart disease by high-density lipoproteins in Turks",NA,NA,NA,47.5,12.8,NA,NA,NA,NA,NA,NA,"Middle_Eastern_Ancestry","TRK2"
"TRK1","Emily","Turks","M",37.5,NA,"","","","49.1","12.6","1492","N",NA,NA,"",11.5,"mg/dL",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Turks","Emily","TRK1","Turks","Turks","","","","Turkey, Turkey (59 communities in all geographical regions)",", woodland","Turkey","39.09598","34.808695","Asia",NA,NA,"Impaired protection against diabetes and coronary heart disease by high-density lipoproteins in Turks",NA,NA,NA,37.5,11.5,NA,NA,NA,NA,NA,NA,"Middle_Eastern_Ancestry","TRK2"
"TRK1","Emily","Turks","M",NA,NA,"","","","49.1","12.6","1322, 1240","Y",NA,NA,"",NA,"",NA,"",114,NA,"mg/dL, ",NA,NA,NA,", mg/dL",NA,"",NA,"","",NA,"","Turks","Emily","TRK1","Turks","Turks","","","","Turkey, Turkey (59 communities in all geographical regions)",", woodland","Turkey","39.09598","34.808695","Asia",NA,NA,"Impaired protection against diabetes and coronary heart disease by high-density lipoproteins in Turks",NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,"Middle_Eastern_Ancestry","TRK2"
"TRK2","Emily","Turks","F",46,192.6,"","","","49.2","11.8","1014","N",39.9,NA,"mg/dL",12.4,"mg/dL",NA,"",119.2,34.3,"mg/dL",NA,100,1.6,"mg/dL","145.3","mg/dL","113.2","35.7","mg/dL","11.4","mg/dL","Turks","Emily","TRK2","Turks","Turks","","","","Turkey",", woodland","Turkey",", 39.262049",", 35.336038","Asia",NA,NA,"Risk of obesity and metabolic syndrome associated with FTO gene variants discloses clinically relevant gender difference
among Turks",192.6,39.9,NA,46,12.4,119.2,34.3,100,1.6,NA,NA,"Middle_Eastern_Ancestry","TRK2"
"TRK2","Emily","Turks","M",38.7,184.6,"","","","50.1","12","953","N",37.6,NA,"mg/dL",11.4,"mg/dL",NA,"",113.2,31.5,"mg/dL",NA,125.8,1.7,"mg/dL","128.9","mg/dL","114.3","35.6","mg/dL","9.54","mg/dL","Turks","Emily","TRK2","Turks","Turks","","","","Turkey",", woodland","Turkey",", 39.262049",", 35.336038","Asia",NA,NA,"Risk of obesity and metabolic syndrome associated with FTO gene variants discloses clinically relevant gender difference
among Turks",184.6,37.6,NA,38.7,11.4,113.2,31.5,125.8,1.7,NA,NA,"Middle_Eastern_Ancestry","TRK2"
"TRN1","Gisele","Trinidadians","F",1.27,NA,"35","35-69","69",NA,NA,"959","N",NA,NA,"",0.48,"mmol/L",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Trinidadians","Gisele","TRN1","Trinidadians","Trinidadians","","","","Blanchisseuse, Trinidad","Tropical rainforest","Trinidad and Tobago","10.7713","-61.2452","South America",NA,"Integrated","Serum Lipoprotein Concentrations in Relation to Ethnic Composition and Urbanization in Men and Women of Trinidad, West Indies",NA,NA,NA,49.1109,18.5616,NA,NA,NA,NA,NA,NA,"Trinidadians","TRN1"
"TRN1","Gisele","Trinidadians","F",NA,6.08,"35","35-69","69",NA,NA,"972","N",1.49,NA,"mmol/L",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Trinidadians","Gisele","TRN1","Trinidadians","Trinidadians","","","","Blanchisseuse, Trinidad","Tropical rainforest","Trinidad and Tobago","10.7713","-61.2452","South America",NA,"Integrated","Serum Lipoprotein Concentrations in Relation to Ethnic Composition and Urbanization in Men and Women of Trinidad, West Indies",235.1136,57.6183,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trinidadians","TRN1"
"TRN1","Gisele","Trinidadians","F",NA,NA,"35","35-69","69",NA,NA,"693","N",NA,NA,"",NA,"",NA,"",4.24,1.14,"mmol/L",NA,NA,NA,"",NA,"",NA,"","",NA,"","Trinidadians","Gisele","TRN1","Trinidadians","Trinidadians","","","","Blanchisseuse, Trinidad","Tropical rainforest","Trinidad and Tobago","10.7713","-61.2452","South America",NA,"Integrated","Serum Lipoprotein Concentrations in Relation to Ethnic Composition and Urbanization in Men and Women of Trinidad, West Indies",NA,NA,NA,NA,NA,163.9608,44.0838,NA,NA,NA,NA,"Trinidadians","TRN1"
"TRN1","Gisele","Trinidadians","M",0.98,NA,"35","35-69","69",NA,NA,"1228","N",NA,NA,"",0.43,"mmol/L",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Trinidadians","Gisele","TRN1","Trinidadians","Trinidadians","","","","Blanchisseuse, Trinidad","Tropical rainforest","Trinidad and Tobago","10.7713","-61.2452","South America",NA,"Integrated","Serum Lipoprotein Concentrations in Relation to Ethnic Composition and Urbanization in Men and Women of Trinidad, West Indies",NA,NA,NA,37.8966,16.6281,NA,NA,NA,NA,NA,NA,"Trinidadians","TRN1"
"TRN1","Gisele","Trinidadians","M",NA,5.79,"35","35-69","69",NA,NA,"1234","N",1.26,NA,"mmol/L",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Trinidadians","Gisele","TRN1","Trinidadians","Trinidadians","","","","Blanchisseuse, Trinidad","Tropical rainforest","Trinidad and Tobago","10.7713","-61.2452","South America",NA,"Integrated","Serum Lipoprotein Concentrations in Relation to Ethnic Composition and Urbanization in Men and Women of Trinidad, West Indies",223.8993,48.7242,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trinidadians","TRN1"
"TRN1","Gisele","Trinidadians","M",NA,NA,"35","35-69","69",NA,NA,"1216","N",NA,NA,"",NA,"",NA,"",4.18,1.08,"mmol/L",NA,NA,NA,"",NA,"",NA,"","",NA,"","Trinidadians","Gisele","TRN1","Trinidadians","Trinidadians","","","","Blanchisseuse, Trinidad","Tropical rainforest","Trinidad and Tobago","10.7713","-61.2452","South America",NA,"Integrated","Serum Lipoprotein Concentrations in Relation to Ethnic Composition and Urbanization in Men and Women of Trinidad, West Indies",NA,NA,NA,NA,NA,161.6406,41.7636,NA,NA,NA,NA,"Trinidadians","TRN1"
"TSI1","AYANA","Tsimane","M/F",1,3.6,"75","75+","",NA,NA,"48","N",0.7,NA,"mmol/L",0.2,"mmol/L",NA,"",2.1,0.7,"mmol/L",NA,1.1,0.4,"mmol/L","140.7","mg/dL","97.1","44.7","mg/dL",NA,"","Tsimane","AYANA, Ashley","","","Tsimane","Specifically named in paper","","85 villages","Maniqui River","Tropical Rainforest","Bolivia","-16.975591","-65.421113","South America","Active","Unacculturated","""""Coronary atherosclerosis inn indigenous South American Tsimane: a cross sectional cohort study"""" Kaplan et.al.",139.212,27.069,NA,38.67,7.734,81.207,27.069,97.427,35.428,NA,NA,"Amerindian","TSI1"
"TSI1","AYANA","Tsimane","M/F",1,4,"40, 55","40-44, 55-64","",NA,NA,"31, 204","N",NA,NA,"mmol/L",0.2,"mmol/L",NA,"",NA,NA,"mmol/L",NA,NA,NA,"mmol/L","90, 141.1","mg/dL","86.4, 109.4","24, 47","mg/dL",NA,"","Tsimane","AYANA, Ashley","","","Tsimane","Specifically named in paper","","85 villages","Maniqui River","Tropical Rainforest","Bolivia","-16.975591","-65.421113","South America","Active","Unacculturated","""""Coronary atherosclerosis inn indigenous South American Tsimane: a cross sectional cohort study"""" Kaplan et.al.",154.68,NA,NA,38.67,7.734,NA,NA,NA,NA,NA,NA,"Amerindian","TSI1"
"TSI1","AYANA","Tsimane","M/F",1,3.9,"45, 65","45-54, 65-74","",NA,NA,"298, 124","N",NA,NA,"mmol/L",0.2,"mmol/L",NA,"",NA,0.7,"mmol/L",NA,NA,0.5,"mmol/L","109.6, 142.7","mg/dL","86.9, 104.1","33.8, 44","mg/dL",NA,"","Tsimane","AYANA, Ashley","","","Tsimane","Specifically named in paper","","85 villages","Maniqui River","Tropical Rainforest","Bolivia","-16.975591","-65.421113","South America","Active","Unacculturated","""""Coronary atherosclerosis inn indigenous South American Tsimane: a cross sectional cohort study"""" Kaplan et.al.",150.813,NA,NA,38.67,7.734,NA,27.069,NA,44.285,NA,NA,"Amerindian","TSI1"
"TSI2","AYANA","Tsimane","M/F",37,144,"40, 50","40+, 50-59","",NA,NA,"65","Y",NA,NA,"mg/dL",1,"mg/dL",NA,"",NA,NA,"mg/dL",NA,NA,NA,"mg/dL",NA,"",NA,"","",NA,"","Tsimane","AYANA, Ashley","","","Tsimane","Specifically named in paper","","","Amazon","Tropical Rainforest","Bolivia","-16.975591","-65.421113","South America","Yes","Unacculturated","""""Inflammation and inflammation do not promote arterial aging and cardiovascular disease risk factors among lean horticulturists"""" Gurven et.al. ",144,NA,NA,37,1,NA,NA,NA,NA,NA,NA,"Amerindian","TSI1"
"TSI2","AYANA","Tsimane","M/F",37,136,"60","60-69","",NA,NA,"65","Y",NA,4,"mg/dL",1,"mg/dL",NA,"",76,3,"mg/dL",NA,116,15,"mg/dL",NA,"",NA,"","",NA,"","Tsimane","AYANA, Ashley","","","Tsimane","Specifically named in paper","","","Amazon","Tropical Rainforest","Bolivia","-16.975591","-65.421113","South America","Yes","Unacculturated","""""Inflammation and inflammation do not promote arterial aging and cardiovascular disease risk factors among lean horticulturists"""" Gurven et.al. ",136,NA,4,37,1,76,3,116,15,NA,NA,"Amerindian","TSI1"
"TSI2","AYANA","Tsimane","M/F",35,134,"70","70+","",NA,NA,"65","Y",NA,5,"mg/dL",2,"mg/dL",NA,"",72,3,"mg/dL",NA,121,8,"mg/dL",NA,"",NA,"","",NA,"","Tsimane","AYANA, Ashley","","","Tsimane","Specifically named in paper","","","Amazon","Tropical Rainforest","Bolivia","-16.975591","-65.421113","South America","Yes","Unacculturated","""""Inflammation and inflammation do not promote arterial aging and cardiovascular disease risk factors among lean horticulturists"""" Gurven et.al. ",134,NA,5,35,2,72,3,121,8,NA,NA,"Amerindian","TSI1"
"TSI7","Gisele","Tsimane","M/F",36.8,138,"20","20-84","84","39.7","14.6","418","N",29.2,NA,"mg/dL",8.9,"mg/dL",NA,"",70.6,21.9,"mg/dL",NA,NA,NA,"",NA,"",NA,"","",NA,"","Tsimane","Gisele","TSI7","Tsimane","Tsimane","","","","San Borja and Maniqui River villages, Bolivia","Tropical rainforest","Bolviia","-14.8585","-66.747","South America",NA,"Unacculturated","Blood lipids, infection, and inflammatory markers in the Tsimane of Bolivia.",138,29.2,NA,36.8,8.9,70.6,21.9,NA,NA,NA,NA,"Amerindian","TSI1"
"TUR1","EM","Turkana","M",NA,198,"14","14-29","29",NA,NA,"10","N",44,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,120,60,"mg/100mL",NA,"",NA,"","",NA,"","Turkana","EM","","Turkana","Turkana","Specified","","","Turkana County","Savanna","Kenya","3.31","35.6","Africa","Nomadic","Unacculturated","""""Serum Lipids in Three Nomadic Tribes of Northern Kenya"""" Shaper",198,44,NA,NA,NA,NA,NA,120,60,NA,NA,"Nilote","TUR1"
"TUR1","EM","Turkana","M",NA,177,"30","30-39","39",NA,NA,"10","N",34,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,132,38,"mg/100mL",NA,"",NA,"","",NA,"","Turkana","EM","","Turkana","Turkana","Specified","","","Turkana County","Savanna","Kenya","3.31","35.6","Africa","Nomadic","Unacculturated","""""Serum Lipids in Three Nomadic Tribes of Northern Kenya"""" Shaper",177,34,NA,NA,NA,NA,NA,132,38,NA,NA,"Nilote","TUR1"
"TUR1","EM","Turkana","M",NA,183,"40","40-49","49",NA,NA,"16","N",48,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,137,45,"mg/100mL",NA,"",NA,"","",NA,"","Turkana","EM","","Turkana","Turkana","Specified","","","Turkana County","Savanna","Kenya","3.31","35.6","Africa","Nomadic","Unacculturated","""""Serum Lipids in Three Nomadic Tribes of Northern Kenya"""" Shaper",183,48,NA,NA,NA,NA,NA,137,45,NA,NA,"Nilote","TUR1"
"TUR1","EM","Turkana","M",NA,185,"50","","",NA,NA,"17","N",50,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,144,41,"mg/100mL",NA,"",NA,"","",NA,"","Turkana","EM","","Turkana","Turkana","Specified","","","Turkana County","Savanna","Kenya","3.31","35.6","Africa","Nomadic","Unacculturated","""""Serum Lipids in Three Nomadic Tribes of Northern Kenya"""" Shaper",185,50,NA,NA,NA,NA,NA,144,41,NA,NA,"Nilote","TUR1"
"TURK2-A","Ashley","Turks","M",39.2,NA,"60","60-69","69",NA,NA,"199","N",NA,NA,"",13,"mg/dL",NA,"",NA,NA,"",NA,131,79,"mg/dL",NA,"",NA,"","",NA,"","Turks","Ashley","TURK2","Turks","Turks","","","","Marmara, Black Sea, Aegean, Central Anatolia, Eastern Anatolia, South-East Anatolia, Mediterranean regions","Temperate rainforest","Turkey","38.9637","35.2433","Asia",NA,"Integrated","""""Lipids, Lipoproteins, and Apolipoproteins Among Turks, and Impact on Coronary Heart Disease"""" Onat",NA,NA,NA,39.2,13,NA,NA,131,79,NA,NA,"Middle_Eastern_Ancestry","TRK2"
"TURK2-A","Ashley","Turks","F",49,NA,"60","60-69","69",NA,NA,"214","N",NA,NA,"",15,"mg/dL",NA,"",NA,NA,"",NA,157,93,"mg/dL",NA,"",NA,"","",NA,"","Turks","Ashley","TURK2","Turks","Turks","","","","Marmara, Black Sea, Aegean, Central Anatolia, Eastern Anatolia, South-East Anatolia, Mediterranean regions","Temperate rainforest","Turkey","38.9637","35.2433","Asia",NA,"Integrated","""""Lipids, Lipoproteins, and Apolipoproteins Among Turks, and Impact on Coronary Heart Disease"""" Onat",NA,NA,NA,49,15,NA,NA,157,93,NA,NA,"Middle_Eastern_Ancestry","TRK2"
"TURK2-A","Ashley","Turks","M",35.6,NA,"30","30-39","39",NA,NA,"346","N",NA,NA,"",11,"mg/dL",NA,"",NA,NA,"",NA,150,99,"mg/dL",NA,"",NA,"","",NA,"","Turks","Ashley","TURK2","Turks","Turks","","","","Marmara, Black Sea, Aegean, Central Anatolia, Eastern Anatolia, South-East Anatolia, Mediterranean regions","Temperate rainforest","Turkey","38.9637","35.2433","Asia",NA,"Integrated","""""Lipids, Lipoproteins, and Apolipoproteins Among Turks, and Impact on Coronary Heart Disease"""" Onat",NA,NA,NA,35.6,11,NA,NA,150,99,NA,NA,"Middle_Eastern_Ancestry","TRK2"
"TURK2-A","Ashley","Turks","F",42.7,NA,"30","30-39","39",NA,NA,"352","N",NA,NA,"",12,"mg/dL",NA,"",NA,NA,"",NA,106,63,"mg/dL",NA,"",NA,"","",NA,"","Turks","Ashley","TURK2","Turks","Turks","","","","Marmara, Black Sea, Aegean, Central Anatolia, Eastern Anatolia, South-East Anatolia, Mediterranean regions","Temperate rainforest","Turkey","38.9637","35.2433","Asia",NA,"Integrated","""""Lipids, Lipoproteins, and Apolipoproteins Among Turks, and Impact on Coronary Heart Disease"""" Onat",NA,NA,NA,42.7,12,NA,NA,106,63,NA,NA,"Middle_Eastern_Ancestry","TRK2"
"TURK2-A","Ashley","Turks","F",44.2,NA,"20","20-29","29",NA,NA,"34","N",NA,NA,"",13,"mg/dL",NA,"",NA,NA,"",NA,59,49,"mg/dL",NA,"",NA,"","",NA,"","Turks","Ashley","TURK2","Turks","Turks","","","","Marmara, Black Sea, Aegean, Central Anatolia, Eastern Anatolia, South-East Anatolia, Mediterranean regions","Temperate rainforest","Turkey","38.9637","35.2433","Asia",NA,"Integrated","""""Lipids, Lipoproteins, and Apolipoproteins Among Turks, and Impact on Coronary Heart Disease"""" Onat",NA,NA,NA,44.2,13,NA,NA,59,49,NA,NA,"Middle_Eastern_Ancestry","TRK2"
"TURK2-A","Ashley","Turks","M",35.4,NA,"20","20-29","29",NA,NA,"27","N",NA,NA,"",10,"mg/dL",NA,"",NA,NA,"",NA,106,67,"mg/dL",NA,"",NA,"","",NA,"","Turks","Ashley","TURK2","Turks","Turks","","","","Marmara, Black Sea, Aegean, Central Anatolia, Eastern Anatolia, South-East Anatolia, Mediterranean regions","Temperate rainforest","Turkey","38.9637","35.2433","Asia",NA,"Integrated","""""Lipids, Lipoproteins, and Apolipoproteins Among Turks, and Impact on Coronary Heart Disease"""" Onat",NA,NA,NA,35.4,10,NA,NA,106,67,NA,NA,"Middle_Eastern_Ancestry","TRK2"
"TURK2-A","Ashley","Turks","F",46.5,NA,"70","70+","",NA,NA,"72","N",NA,NA,"",11,"mg/dL",NA,"",NA,NA,"",NA,142,86,"mg/dL",NA,"",NA,"","",NA,"","Turks","Ashley","TURK2","Turks","Turks","","","","Marmara, Black Sea, Aegean, Central Anatolia, Eastern Anatolia, South-East Anatolia, Mediterranean regions","Temperate rainforest","Turkey","38.9637","35.2433","Asia",NA,"Integrated","""""Lipids, Lipoproteins, and Apolipoproteins Among Turks, and Impact on Coronary Heart Disease"""" Onat",NA,NA,NA,46.5,11,NA,NA,142,86,NA,NA,"Middle_Eastern_Ancestry","TRK2"
"TURK2-A","Ashley","Turks","F",44.8,NA,"50","50-59","59",NA,NA,"252","N",NA,NA,"",11,"mg/dL",NA,"",NA,NA,"",NA,137,83,"mg/dL",NA,"",NA,"","",NA,"","Turks","Ashley","TURK2","Turks","Turks","","","","Marmara, Black Sea, Aegean, Central Anatolia, Eastern Anatolia, South-East Anatolia, Mediterranean regions","Temperate rainforest","Turkey","38.9637","35.2433","Asia",NA,"Integrated","""""Lipids, Lipoproteins, and Apolipoproteins Among Turks, and Impact on Coronary Heart Disease"""" Onat",NA,NA,NA,44.8,11,NA,NA,137,83,NA,NA,"Middle_Eastern_Ancestry","TRK2"
"TURK2-A","Ashley","Turks","M",36.3,NA,"40","40-49","49",NA,NA,"319","N",NA,NA,"",12,"mg/dL",NA,"",NA,NA,"",NA,163,101,"mg/dL",NA,"",NA,"","",NA,"","Turks","Ashley","TURK2","Turks","Turks","","","","Marmara, Black Sea, Aegean, Central Anatolia, Eastern Anatolia, South-East Anatolia, Mediterranean regions","Temperate rainforest","Turkey","38.9637","35.2433","Asia",NA,"Integrated","""""Lipids, Lipoproteins, and Apolipoproteins Among Turks, and Impact on Coronary Heart Disease"""" Onat",NA,NA,NA,36.3,12,NA,NA,163,101,NA,NA,"Middle_Eastern_Ancestry","TRK2"
"TURK2-A","Ashley","Turks","M",42,NA,"70","70+","",NA,NA,"87","N",NA,NA,"",14,"mg/dL",NA,"",NA,NA,"",NA,115,50,"mg/dL",NA,"",NA,"","",NA,"","Turks","Ashley","TURK2","Turks","Turks","","","","Marmara, Black Sea, Aegean, Central Anatolia, Eastern Anatolia, South-East Anatolia, Mediterranean regions","Temperate rainforest","Turkey","38.9637","35.2433","Asia",NA,"Integrated","""""Lipids, Lipoproteins, and Apolipoproteins Among Turks, and Impact on Coronary Heart Disease"""" Onat",NA,NA,NA,42,14,NA,NA,115,50,NA,NA,"Middle_Eastern_Ancestry","TRK2"
"TURK2-A","Ashley","Turks","M",37.4,NA,"50","50-59","59",NA,NA,"233","N",NA,NA,"",11,"mg/dL",NA,"",NA,NA,"",NA,143,88,"mg/dL",NA,"",NA,"","",NA,"","Turks","Ashley","TURK2","Turks","Turks","","","","Marmara, Black Sea, Aegean, Central Anatolia, Eastern Anatolia, South-East Anatolia, Mediterranean regions","Temperate rainforest","Turkey","38.9637","35.2433","Asia",NA,"Integrated","""""Lipids, Lipoproteins, and Apolipoproteins Among Turks, and Impact on Coronary Heart Disease"""" Onat",NA,NA,NA,37.4,11,NA,NA,143,88,NA,NA,"Middle_Eastern_Ancestry","TRK2"
"TURK2-A","Ashley","Turks","F",44.4,NA,"40","40-49","49",NA,NA,"337","N",NA,NA,"",13,"mg/dL",NA,"",NA,NA,"",NA,125,68,"mg/dL",NA,"",NA,"","",NA,"","Turks","Ashley","TURK2","Turks","Turks","","","","Marmara, Black Sea, Aegean, Central Anatolia, Eastern Anatolia, South-East Anatolia, Mediterranean regions","Temperate rainforest","Turkey","38.9637","35.2433","Asia",NA,"Integrated","""""Lipids, Lipoproteins, and Apolipoproteins Among Turks, and Impact on Coronary Heart Disease"""" Onat",NA,NA,NA,44.4,13,NA,NA,125,68,NA,NA,"Middle_Eastern_Ancestry","TRK2"
"TURK2-B","Ashley","Turks","M",NA,NA,"31, 40, 50, 60, 70","31-39, 40-49, 50-59, 60-69, 70+","39, 49, 59, 69, ",NA,NA,"89, 241, 171, 126, 78","N",NA,NA,"",NA,"",NA,"",NA,NA,"mg/dL",NA,NA,NA,"mg/dL","117.2, 124.3, 127.4, 125.9, 121.5","mg/dL","110.7, 112.7, 118, 112.1, 116.6","","mg/dL",NA,"","Turks","Ashley","TURK2","Turks","Turks","","","","Marmara, Black Sea, Aegean, Central Anatolia, Eastern Anatolia, South-East Anatolia, Mediterranean regions","Temperate rainforest","Turkey","38.9637","35.2433","Asia",NA,"Integrated","""""Lipids, Lipoproteins, and Apolipoproteins Among Turks, and Impact on Coronary Heart Disease"""" Onat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Middle_Eastern_Ancestry","TRK2"
"TURK2-B","Ashley","Turks","F",NA,NA,"31, 40, 50, 60, 70","31-39, 40-49, 50-59, 60-69, 70+","39, 49, 59, 69, ",NA,NA,"94, 257, 183, 147, 79","N",NA,NA,"",NA,"",NA,"",NA,NA,"mg/dL",NA,NA,NA,"mg/dL","127, 136.4, 138.2, 142.5, 133.6","mg/dL","102.6, 106, 119.9, 124.4, 126.7","","mg/dL",NA,"","Turks","Ashley","TURK2","Turks","Turks","","","","Marmara, Black Sea, Aegean, Central Anatolia, Eastern Anatolia, South-East Anatolia, Mediterranean regions","Temperate rainforest","Turkey","38.9637","35.2433","Asia",NA,"Integrated","""""Lipids, Lipoproteins, and Apolipoproteins Among Turks, and Impact on Coronary Heart Disease"""" Onat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Middle_Eastern_Ancestry","TRK2"
"TURK3","Ashley","Turks","M",37.5,NA,"","","","49.1","12.6","1492","N",NA,NA,"",11.5,"mg/dL",NA,"",114,32,"mg/dL",NA,NA,NA,"",NA,"",NA,"","",NA,"","Turks","Ashley","TURK3","","Turks","","","","Istanbul, Turkey","Temperate","Turkey","41.0082","28.9784","Asia",NA,"Integrated","""""Impaired protection against diabetes and coronary heart disease by high-density lipoproteins in Turks"""" Onat, et. al.",NA,NA,NA,37.5,11.5,114,32,NA,NA,NA,NA,"Middle_Eastern_Ancestry","TRK2"
"TURK3","Ashley","Turks","F",47.5,NA,"","","","48.8","12.6","1543","N",NA,NA,"",12.8,"mg/dL",NA,"",119,34,"mg/dL",NA,NA,NA,"",NA,"",NA,"","",NA,"","Turks","Ashley","TURK3","","Turks","","","","Istanbul, Turkey","Temperate","Turkey","41.0082","28.9784","Asia",NA,"Integrated","""""Impaired protection against diabetes and coronary heart disease by high-density lipoproteins in Turks"""" Onat, et. al.",NA,NA,NA,47.5,12.8,119,34,NA,NA,NA,NA,"Middle_Eastern_Ancestry","TRK2"
"VIE3","Phoebe","Kinh","M",NA,4.8,">50","","",NA,NA,"2815","N",0.8,NA,"mmol/L",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Kinh","Phoebe","","Kinh","Kinh","","","Kinh","Vietnam (eight different provinces)","Tropical and Subtropical Moist Broadleaf Forests","Vietnam","14.0583","108.2772","Asia",NA,"Integrated","Sex differences in total cholesterol of Vietnamese adults",185.616,30.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,"East_Asian","VIE3"
