BLV,Who,StudyID,Article link,CrudeName,EthnicGroup,EthnicGroup_Notes,Population,Subpopulation,Other_Classification,Location,DPlaceID,DPlaceID_2,DPlaceID_3,DPlaceID_4,DPlaceID_5,Biome,Country,Lattitude,Longitude,Region,PubDate,TimeFrame,EconBase_TOS,ECONNOTES,EconBase_TRAD,Sedentary,AcculturationLevel,Acculturation_quant,AccNotes,DietStaples,SmokingNotes,AlcoholNotes,ReferenceSource,Notes,AdditionalSources
6,Victoria,JUH1,JUH1,Ju'/hoansi,Ju'/hoansi,,Ju'/hoansi,,,"Botswana, Namibia",,,,,,"Desert, savanna","Botswana, Namibia",,,Southern Africa,2006,1967-1969,AP,forager,FG,sedentary,semi-acculturated,2,traditionally nomadic,,,"""Growth Rates and Life Histories in Twenty-Two
Small-Scale Societies""",,"https://peacefulsocieties.uncg.edu/societies/juhoansi/#:~:text=Until%20recent%20decades%2C%20while%20the,80%20percent%20of%20their%20diet. ",
6,Victoria,MAC1,MAC1,Machiguenga,Machiguenga,,Machiguenga,,,Peru,,,,,,Neotropical forest,Peru,-9.19,-75.0152,South America,2006,1987-1989,FG,hunter-gatherer with swidden agriculture in small plots that are cut and burned out of the rain forest,FG,nomadic,unacculturated,1,,the paca,,"""Growth Rates and Life Histories in Twenty-Two
Small-Scale Societies""",,https://www.westonaprice.org/health-topics/in-his-footsteps/machiguenga-peruvian-hunter-gatherers/#gsc.tab=0. http://www.amazon-indians.org/machiguenga-tribe.html. ,
6,Victoria,MAK1,MAK1,Maku-Nadeb,Maku-Nadeb,,Maku-Nadeb,,,Brazil,,,,,,Neotropical forest,Brazil,-14.235,51.9253,South America,2006,2003,FG,farming-forager,FG,nomadic,unacculturated,1,,,,"""Growth Rates and Life Histories in Twenty-Two
Small-Scale Societies""",,https://pib.socioambiental.org/en/Povo:Nad%C3%B6b. ,
6,Victoria,MAYA1,MAYA1,Maya,Maya,,Maya,,,Mexico,Sa6,,,,,"Forest, savanna",Mexico,18,-90,Central America,2006,1992-1993,W,"article labeled as mixed, d-place labeled agriculturalists",IA,,semi-acculturated,2,,,,"""Growth Rates and Life Histories in Twenty-Two
Small-Scale Societies""",,,
6,Victoria,PYG3,PYG3,Pygmy,Pygmy,,Pygmy (East),,,Democratic Republic of Congo,,,,,,Tropical forest,Democratic Republic of Congo,-4.0383,21.7587,Central Africa,2006,1980s-1990s,FG,forager,FG,,unacculturated,1,,,,"""Growth Rates and Life Histories in Twenty-Two
Small-Scale Societies""",,,
6,Victoria,PYG4,PYG4,Pygmy,Pygmy,,Pygmy (West),,,"Cameroon, Congo, C.A.R.",,,,,,Tropical forest,"Cameroon, Congo, C.A.R.",,,Central Africa,2006,1975-1977,FG,forager,FG,,unacculturated,1,,,,"""Growth Rates and Life Histories in Twenty-Two
Small-Scale Societies""",,,
6,Victoria,TOB2,TOB2,Toba,Toba,,Toba,,,Argentina,Sh8,,,,,"Savanna, dry forest",Argentina,-29.2655,-60.1723,South America,2006,2003,W,"""the lifestyle of the aborigines of the Argentine Chaco has changed from hunter-gatherers to a more sedentary pattern of living"" ""The studied Toba aborigines belong to urban groups who live in poverty and with poor sanitation."" ""...Toba aborigines older than 13 years of both sexes who lived in the slums of the city of Resisten- cia, the capital of the province of Chaco, Argentina""",FG,,semi-acculturated,2,"During the past 100 years, the lifestyle of the aborigi-nes of the Argentine Chaco has changed from hunter-gath-erers to a more sedentary pattern of living and a moreWestern diet",,Excluded,"""Growth Rates and Life Histories in Twenty-Two
Small-Scale Societies""",,Epidemiology of Renal and Cardiovascular Risk Factors in Toba Aborigines,
6,Victoria,TSI6,TSI6,Tsimane,Tsimane,,Tsimane,,,Bolivia,,,,,,Neotropical forest,Bolivia,-16.2902,-63.5887,South America,2006,2002-2003,H,"""Tsimane’ forager-horticulturalists in Amazonian Bolivia still live a primarily subsistence-based lifestyle""",H,,unacculturated,1,,"plantain, rice, manioc, maize, lean game, freshwater fish",,"""Growth Rates and Life Histories in Twenty-Two
Small-Scale Societies""",,"Longitudinal Changes in Measures of Body Fat and Diet Among Adult Tsimane’ Forager-Horticulturalists of Bolivia, 2002-2010",
6,Victoria,TUR2,TUR2,Turkana,Turkana,,Turkana,,,Kenya,Aj5,,,,,Savanna,Kenya,3.3122,35.5658,East Africa,2006,1981-1982,P,pastoral,P,nomadic,unacculturated,1,,,,"""Growth Rates and Life Histories in Twenty-Two
Small-Scale Societies""",,"""Serum Lipids in Three Nomadic Tribes of Northern Kenya"" Shaper",
6,Victoria,WALB1,WALB1,Walbiri,Walbiri,,Walbiri,,,Australia,B109,Id10,,,,Desert ,Australia,-25.2744,133.7751,Oceania,2006,1950s,FG,forager,FG,mobile,unacculturated,1,,,,"""Growth Rates and Life Histories in Twenty-Two
Small-Scale Societies""",,,
6,Victoria,WIC1,WIC1,Wichi,Wichi,,Wichi,,,Argentina,,,,,,"Savanna, dry forest",Argentina,-38.4161,-63.6167,South America,2006,2005,FG,"Traditionally Wichi people are hunter-gatherers, planting gardens and gathering honey as well as fishing. Colonization of traditional lands by settlers has created a vicious circle in which the settlers have forced Wichi into the same situation of urban poverty that the settlers hope to escape.",FG,sedentary,semi-acculturated,2,,,,"""Growth Rates and Life Histories in Twenty-Two
Small-Scale Societies""",,https://minorityrights.org/minorities/wichimataco/ ,
6,Victoria,YAN3,YAN3,Yanomamo,Yanomamo,,Yanomamo,,,Venezuela,,,,,,Neotropical forest,Venezuela,6.4238,-66.5897,South America,2006,1986,IA,slash and burn argriculturalists,H,semi-nomadic,unacculturated,1,"high degree of isolation for the past several thousand years. ""no access to sodium chloride (salt)"", ""(the most isolated tribe in South America and probably the world)""","dietary staple is cooked banana supplemented by irregular additions of game, fish, insects, and wild vegetables; ""largely vegetarian diet, low in fats and cholesterol and high in fiber

On the Surucucu plateau, there is little access to processed sugar, salt, alcohol, milk, and other dairy products, or eggs from domesticated fowl.""",,"""Growth Rates and Life Histories in Twenty-Two
Small-Scale Societies""",,"(W. J. Oliver) Blood pressure, sodium intake, and Sodium Related Hormones in the Yanomamo Indians, a""No-salt"" Culture, "" Lipid Profiles of Yanomamo Indians of Brazil"" Carvalho",
"3,6",Claire,AUS2-A,AUS2,Austrailians,Australian,,Australian,Urban,,Australia,,,,,,,Australia,-25.2744,133.7751,Oceania,1959,,W,medical work,FG,,integrated,4,medical students,"Australians consume foods of a similar caloric value [to the natives of New Guinea], but containing very much more protein and fat.",,,"""A Study of Blood Clotting and Serum Lipids in Natives of New Guinea and Australians""",,
"3,6",Claire,AUS2-B,AUS2,New Guinea Natives,New Guinea,,Goroka in Central Highlands of New Guinea,Native,,New Guinea,,,,,,temperate rainforest,New Guinea,6.0835,145.3863,Oceania,1959,,FG,"""primitive races"" ",FG,,isolated ,2,"""primitive races"" Village diet, but most of these subjects had been consuming government rations for amonth or more (Extra protein + fat)","eating kless colories, village diet, consuming govt rations for over a month (i.e. omre protein and fat)",,,"""A Study of Blood Clotting and Serum Lipids in Natives of New Guinea and Australians""",,
"3,6",Victoria,NGU2,NGU2,Natives,Natives of New Guinea,,New Guinean,,,Goroka in the Central Highlands of New Guine,,,,,,Tropical forest,Australia,-6.0835,145.3863,Oceania,1959,,W,,,,semi-acculturated,3,"Dietary fat provided only 0-5% of the total caloric intake in the ordinary village diet, but most of these subjects had been consuming government rations for a month or more. This meant that they ate extra protein and fat, and the calories supplied by fat increased to about 18% total",The natives of New Guinea eat a bare minimum of protein and very little fat. ,,,"""A Study of Blood Clotting and Serum Lipids in Natives of New Guinea and Australians""",,
3,Ashley,TUR1-A,TUR1,Turkana,Turkana,,Turkana,Individuals practicing subsistence-level pastoralism in the Turkana homelands,,Northwest Kenya,Aj5,,,,,Desert,Kenya,-0.0236,37.9062,Africa,2020,,P,"""The Turkana and their ancestors have practiced nomadic pastoralism in arid regions of East Africa for thousands of years, and present-day, traditionaly Turkana still rely on livestock for subsistence"" ",P,Nomadic,unacculturated,1,Live in rural areas and practice pastoralism,"62% of calories are derived from fresh or fermented milk, and another 12% of calories come from animal meat, fat, or blood; herd dromedary camels, zebu cattle, fat-tailed sheep, goats, and donkeys",,,"""Urbanization and market integration have strong, nonlinear effects on cardiometabolic health in the Turkana"" Lea, et. al.","Market: ""make and sell charcoal or woven baskets or keep animals in a fixed location for trade rather than subsistence""",
3,Ashley,TUR1-B,TUR1,Turkana,Turkana,,Turkana,"Individuals that do not practice pastoralism but live in the same remote, rural area",,Northwest Kenya,Aj5,,,,,Desert,Kenya,-0.0236,37.9062,Africa,2020,,W,"""The Turkana and their ancestors have practiced nomadic pastoralism in arid regions of East Africa for thousands of years, and present-day, traditionaly Turkana still rely on livestock for subsistence"" ",P,Sedentary,semi-acculturated,3,Live in rural areas,"62% of calories are derived from fresh or fermented milk, and another 12% of calories come from animal meat, fat, or blood; herd dromedary camels, zebu cattle, fat-tailed sheep, goats, and donkeys",,,"""Urbanization and market integration have strong, nonlinear effects on cardiometabolic health in the Turkana"" Lea, et. al.","Market: ""make and sell charcoal or woven baskets or keep animals in a fixed location for trade rather than subsistence""",
3,Ashley,TUR1-C,TUR1,Turkana,Turkana,,Turkana,Individuals living in urban centers,,Northwest Kenya,Aj5,,,,,Desert,Kenya,-0.0236,37.9062,Africa,2020,,W,"""The Turkana and their ancestors have practiced nomadic pastoralism in arid regions of East Africa for thousands of years, and present-day, traditionaly Turkana still rely on livestock for subsistence"" ",P,Sedentary,acculturated,4,Live in urban centers,"62% of calories are derived from fresh or fermented milk, and another 12% of calories come from animal meat, fat, or blood; herd dromedary camels, zebu cattle, fat-tailed sheep, goats, and donkeys",,,"""Urbanization and market integration have strong, nonlinear effects on cardiometabolic health in the Turkana"" Lea, et. al.","Market: ""make and sell charcoal or woven baskets or keep animals in a fixed location for trade rather than subsistence""",
,Ashley,CHN15-A,CHN15,,Chinese,,Chinese,,,Beijing,,,,,,Temperate forest,China,39.9042,116.4074,Asia,1994,1987-88,,,,,,,,,,,"""Body mass, fat distribution and cardiovascular risk factors in a lean population of South China"" Folsom, et. al.",,
"1,3,6",Ashley,CHN15-B,CHN15,,Chinese,Urban,Chinese,,,Guangzhou,,,,,,Tropical desert,China,23.1291,113.2644,Asia,1994,1987-88,W,The Guangzhou urban population included workers from the Guangzhou Shipyard Company,,,Acculturated,4,Western populations,,64% of men smoke; 3% of women smoke,70% of men drink; 38% of women drink,"""Body mass, fat distribution and cardiovascular risk factors in a lean population of South China"" Folsom, et. al.",,
"1,3,6",Ashley,CHN15-C,CHN15,,Chinese,Rural,Chinese,,,Guangzhou,,,,,,Tropical desert,China,23.1291,113.2644,Asia,1994,1987-88,AP,"The rural population included 14 of 21 agricultural villages of Panyu County, near Guangzhou",,,Acculturated,4,Western populations,,74% of men smoke; 4% of women smoke,84% of men drink; 53% of women drink,"""Body mass, fat distribution and cardiovascular risk factors in a lean population of South China"" Folsom, et. al.",,
4,Ashley,CHN16-A,CHN16,,Han Chinese,,Han Chinese,,,"Tachin, Tungchang, and Fengli",,,,,,Tropical rainforest,Taiwan,23.9872,121.6016,Asia,1997,,W,Population made up of farmers and manual workers,IA,,Acculturated,4,Farmers and manual laborers,,,,"""Prevalence of diabetes mellitus and impaired glucose tolerance in Aborigines and Chinese in eastern Taiwan"" Chen, et. al.","It is predicted that environment, rather than ethnicity, is the predominant factor for differences",Biome: https://en.wikipedia.org/wiki/Taiwan_subtropical_evergreen_forests
4,Ashley,CHN16-B,CHN16,,Aboriginal Ami,,Aboriginal Ami,,,Kuanglung and Yuehme,,,,,,Tropical rainforest,Taiwan,23.9872,121.6016,Asia,1997,,W,Population made up of farmers and manual workers,IA,,Acculturated,4,Farmers and manual laborers,,,,"""Prevalence of diabetes mellitus and impaired glucose tolerance in Aborigines and Chinese in eastern Taiwan"" Chen, et. al.","It is predicted that environment, rather than ethnicity, is the predominant factor for differences",Biome: https://en.wikipedia.org/wiki/Taiwan_subtropical_evergreen_forests
4,Ashley,CHN16-C,CHN16,,Aboriginal Atayal,,Aboriginal Atayal,,,Jinmei,Ia1,SCCS113,,,,Tropical rainforest,Taiwan,23.9872,121.6016,Asia,1997,,W,Population made up of farmers and manual workers,FG,,Acculturated,4,Farmers and manual laborers,,,,"""Prevalence of diabetes mellitus and impaired glucose tolerance in Aborigines and Chinese in eastern Taiwan"" Chen, et. al.","It is predicted that environment, rather than ethnicity, is the predominant factor for differences",Biome: https://en.wikipedia.org/wiki/Taiwan_subtropical_evergreen_forests https://www.cip.gov.tw/en/tribe/grid-list/A7F31083995F0E60D0636733C6861689/info.html?cumid=D0636733C6861689 
6,Ashley,GUI2-A,GUI2,,Karkar,,Karkar,,Both Waskia and Takia language speakers represented,Kaul,,,,,,Tropical rainforest,Papua New Guinea,-4.6493,145.9804,Oceania,1974,,W,Adolescent subjects taken from primary school,,,Semi-acculturated,3,Growth of children is delayed for New Guinea children compared to Western populations,,,,"""An Anthropometric Survey of Growth and Physique of the Populations of Karkar Island and Lufa Subdistrict, New Guinea"" Harvey",,
6,Ashley,GUI2-B,GUI2,,Lufa,,Lufa,,,Seven village populations located within a few kilometers radius of the subdistrict administration center,,,,,,Tropical rainforest,Papua New Guinea,-4.6493,145.9804,Oceania,1974,,W,Adolescent subjects taken from primary school,,,Semi-acculturated,3,Growth of children is delayed for New Guinea children compared to Western populations,,,,"""An Anthropometric Survey of Growth and Physique of the Populations of Karkar Island and Lufa Subdistrict, New Guinea"" Harvey","Lufa people are typically heavier, more muscular, and skeletally more robust than the Karkar Islanders; significant uncertainty with the exact ages of the Lufa people",
"3,4,6",Ashley,AUA16,AUA16,,Australian Aborigines,,Australian Aborigines,,,"Bourke and Enngonia, New South Wales",,,,,,Savanna,Australia,-31.2532,146.9211,Oceania,1986,,W,See additional link,,,acculturated,4,Urbanized,,,29% of men and 8% of women admitted to drinking 120 g  or more of alcohol per day,"""Diabetes mellitus in the Australian Aborigines of Bourke, New South Wales"" Cameron, et. al.",Total prevalence of diabetes: 15.6%; obesity criteria was a BMI >27.5 in men and >27 for women,https://en.wikipedia.org/wiki/Economic_history_of_Wales
"1,3,4,6",Ashley,INU14,INU14,Eskimos,Greenland Inuit,,Greenland Inuit,,,"West Greenland (Nuuk, Qasigiannguit, and Uummannaq villages)",B390,Na14,Na25,,,Tundra,Greenland,71.7069,-42.6043,Europe,2004,March 1999-April 2001,W,"""Until the 1950s most Greenlanders made their living by small-scale hunting and fishing. Over the past decades substantial changes have occurred in Greenland with a rapid westernization, especially in the towns""",FG,Sedentary,Acculturated,4,Westernized with cities and towns,Arctic diet with its high content of monounsaturated and polyunsaturated fatty acids of marine origin,,,"""Prevalence of the metabolic syndrome among the Inuit in Greenland. A comparison between two proposed definitions"" Jorgensen et. al.",Data recorded is based on the WHO definition,"Biome: https://www.arcgis.com/home/item.html?id=c06c76196ffa4addb8dc7e18667d2920#:~:text=Greenland%20is%20made%20up%20of,tundra%20that%20covers%20the%20coastline."
"1,3,4,6",Ashley,BRA7,BRA7,,"Brazilian: Fulni-ô people, Truká people, and an urban control population from the city of Juazeiro, Bahia, Brazil",,Brazilian,,,"São Francisco Valley, Northeast Brazil",Cf4,,,,,Tropical rainforest,Northeast Brazil,-10.0626,-42.551,South America,2020,September 2016,W,"""the transition from a principally rural economy to a predominantly urban economy has led to substantial change in the global environment""",,,Semi-acculturated,2,"""low degree of urbanization""",,100% of men smoke tobacco and 88% of women smoke tobacco,22% of men consume alcohol and 8% of women consume alcohol,"""Echocardiography and Analysis of Subclinical Cardiovascular Diseases in Indigenous People Living in Different Degrees of Urbanization: Project of Atherosclerosis Among Indigenous Populations"" Patriota, et. al.",,"Biome: https://en.wikipedia.org/wiki/Northeast_Region,_Brazil"
